track_id,artist_name,genre,release_day,tempo,energy,danceability,acousticness,loudness,duration_sec,playlist_placement,artist_popularity,completion_rate,skip_rate,replay_rate,save_rate,streams,viral_score,chart_hit
52,Artist_B,Indie,Sun,63.9416004292126,0.0208611392915381,0.11395663471431716,0.8295875568652503,-6.32143214534193,248.38245625500062,0,63,0.0,0.9773103757417958,0.04289714312424361,0.012869142937273082,3023811,0.0,0
53,Artist_C,Pop,Sat,169.52993554549545,0.6532630192373301,0.4860155029775399,0.04055873754468142,-59.97343311376753,189.59163107409017,0,91,0.27932504614225967,0.6919784534593725,0.3380615640488535,0.157283478443108,4515253,0.0,1
54,Artist_D,Indie,Thu,89.78717313085824,0.3323146253551089,0.9202971812194077,0.8715977272882306,-5.917014201483902,239.24711044948947,1,43,0.13849106548694612,0.9161707898921644,0.35931792145841124,0.13549358953491258,2193866,0.0,0
55,Artist_C,Pop,Mon,129.31583449098565,0.5424786357193675,0.5207681418342127,0.25669422831004585,-50.771578521503535,182.4532787522205,1,38,0.25623852515014844,0.8389831502585886,0.2969295396424196,0.14032656692275558,1954678,0.0,0
56,Artist_D,Indie,Fri,79.86159809135685,0.49327684678379957,0.6164997268950835,0.6652921019780552,-0.5948174359510787,190.33592741933467,0,37,0.23993882925386717,0.7297915245497559,0.33764698251533376,0.14928186060537357,1812036,0.0,0
57,Artist_D,Indie,Sun,64.0654992295914,0.0815264895524267,0.1566384369738083,0.8003548790234066,-2.709180417691911,148.5621972641433,0,49,0.06681388868744575,0.9901068873453397,0.06527545153355989,0.032945413197557116,2347170,0.0,0
58,Artist_A,Hip-Hop,Fri,97.37678053593089,0.4032613611238318,0.043735625879969486,0.6626645130593555,-30.319488624523,166.4815835399088,0,61,0.13708850254570903,0.8643121432222354,0.12091053134431015,0.06369085991243485,2956974,0.0,0
59,Artist_C,Indie,Sat,153.65948490553052,0.22056112492232327,0.11080796217980704,0.09228479207325724,-29.23678513124231,228.9741163513657,0,52,0.0,0.9893785535044767,0.07947890293751142,0.023843670881253425,2452346,0.0,0
60,Artist_A,Hip-Hop,Wed,93.31046071553018,0.4183997886676527,0.5985315756843657,0.5963215188603683,-31.107039583448742,197.96936003672994,0,93,0.1911275105304744,0.8840832036110218,0.2864227897166359,0.12415233902108563,4569917,0.0,1
61,Artist_C,Indie,Fri,86.41166568973165,0.20357828034224268,0.09501169899230466,0.5495836567221436,-21.873381260428644,259.3744829300271,0,31,0.0,0.9994917139628612,0.0693208229735677,0.02079624689207031,1368714,0.0,0
62,Artist_C,R&B,Sun,85.52169412094716,0.8404524062769335,0.3759928899413114,0.9003212680742715,-54.55669786590414,273.4652918889017,0,46,0.1644489567212324,0.8503692652414994,0.3108144951894803,0.12613413990109057,2216563,0.0,0
63,Artist_A,R&B,Fri,121.82084188881751,0.17419333657825364,0.550091940458156,0.4042397296442092,-58.04292309950601,217.49635527901677,1,58,0.044703012164899136,0.9677106844806731,0.20632411255696292,0.0708378362000687,2888488,0.0,0
64,Artist_A,R&B,Fri,177.06495788193075,0.9607805514869769,0.38865279862984703,0.3210810970870501,-56.53782429504607,256.4881125700906,0,28,0.24906655518057896,0.6696534764864485,0.37482125458905985,0.16225968741283375,1385441,0.0,0
65,Artist_C,Indie,Fri,115.07867856204157,0.4159073661469408,0.16368380146530148,0.7498507644364663,-33.33807904550913,175.2428123750226,0,40,0.14861408200179138,0.8658064754340117,0.1591253185821763,0.07746041197501116,1886946,0.0,0
66,Artist_B,Hip-Hop,Tue,126.87664426680574,0.8462452920190493,0.2737913075141065,0.41267532608339663,-43.467123646831,194.69481877201406,0,95,0.30386674076641296,0.6679986580115754,0.31778671905572675,0.15610936387000063,4688432,0.0,1
67,Artist_D,Hip-Hop,Tue,163.27584214688807,0.6287648182059451,0.928317532848577,0.646096175005063,-22.67762625774037,248.29998171902957,0,48,0.24056947041403426,0.6883728725786847,0.4665736489800251,0.1880859887768144,2352308,0.0,0
68,Artist_A,Indie,Wed,124.20836627203903,0.7353502986657526,0.6759822755863554,0.646450090124607,-0.45346263751326177,189.51815870706554,0,52,0.3503002571694411,0.6238428888081208,0.42509616464743305,0.1975889008281181,2579514,0.0,0
69,Artist_D,R&B,Mon,82.13554457026274,0.7677238880667803,0.49604783867988655,0.8880390643601178,-36.820609615412046,225.93088832861798,1,81,0.2544373463054535,0.7192932102126992,0.35850048717478217,0.15843761541352536,4152823,0.0,1
70,Artist_B,R&B,Fri,95.95150941197724,0.5048448818930178,0.012714889986893518,0.5986924023190974,-25.569524753729198,153.36710023485207,1,34,0.1977467302848816,0.8537473966716349,0.13403396404034462,0.07975953526907971,1704166,0.0,0
71,Artist_B,Hip-Hop,Sat,97.19243115223331,0.5433005233632884,0.9924154004894702,0.5021536099619869,-35.063766245559876,227.95883669468964,0,21,0.2598856160538301,0.6869249031410684,0.46899974419128504,0.19267704646815154,1059552,0.0,0
72,Artist_B,R&B,Mon,107.67817385491175,0.513995867808725,0.6714549348946433,0.138871326396517,-9.163699936688438,275.07246730084086,0,71,0.08974439950073687,0.8707632285468004,0.33008300832077786,0.11697378239638073,3467401,0.0,0
73,Artist_A,Pop,Sat,111.21466864040993,0.5880583780900792,0.31692247734494494,0.11573760667870536,-5.865815792265714,276.35513516821663,0,63,0.04589757636858738,0.9658718366588133,0.21951405148973668,0.07503373072063849,3017553,0.0,0
74,Artist_B,Hip-Hop,Mon,155.97384264891232,0.029394445756507293,0.8792686599978382,0.1543215652830794,-7.358663267684399,250.38199313931713,1,73,0.0,0.9337103114322877,0.28291742486419535,0.0848752274592586,3642105,0.0,0
75,Artist_A,R&B,Wed,101.92643988591996,0.39551516984901525,0.2584316202918181,0.17184848132709452,-1.5376656792445473,254.2356082337027,0,37,0.0014211755305644225,0.9656284865578189,0.1635068227457847,0.04933628192984829,1735914,0.0,0
76,Artist_B,Hip-Hop,Fri,116.18781941296552,0.6061887135611715,0.5440165791827516,0.6378770926636339,-58.34884889157508,220.42694012712613,0,22,0.21042492100676674,0.7063512422265721,0.34317246802174534,0.14503672460787695,1022799,0.0,0
77,Artist_D,Pop,Fri,134.99711844612628,0.5977235652558643,0.6360707637298251,0.7409812502745785,-9.611030271268142,225.24025622984846,0,26,0.21582306638861387,0.830177506611656,0.3443304408477892,0.14646374553205954,1224207,0.0,0
78,Artist_D,Hip-Hop,Thu,105.32711369282032,0.7929560946056315,0.22106337145372845,0.5299915229264187,-14.893669617654403,144.05710465389325,0,62,0.37328090282521176,0.611650941152779,0.30258004212668904,0.16543019320304905,3057041,0.0,0
79,Artist_C,Hip-Hop,Sat,160.38777759507997,0.6550093388321085,0.9783972788005959,0.829017732545491,-46.278335435978114,199.8946539158342,0,57,0.3578938834612943,0.6413102242885935,0.4962590065488818,0.22045647865692336,2826636,7.540526091721156,0
80,Artist_D,Hip-Hop,Mon,130.49443250808892,0.9921333163406724,0.7481919059789975,0.9912632267336332,-2.6207943967483445,201.1397310995455,1,56,0.4442122455329775,0.6015882704565769,0.5025665809705184,0.23961242339775102,2867801,14.059073391169253,0
81,Artist_C,Hip-Hop,Mon,95.28536150651658,0.283854528608645,0.5578132255110699,0.820012629119356,-51.10932430620327,292.5296104201932,0,77,0.0,0.9638865558173056,0.23133756221158885,0.06940126866347665,3757477,0.0,0
82,Artist_D,Pop,Tue,145.6871039747794,0.35915102966623147,0.18059459817530088,0.6948823736759592,-19.2270043719655,197.5956352721921,0,52,0.08458806095716853,0.8998125886104312,0.14604606766375033,0.060731432490558804,2495154,0.0,0
83,Artist_A,Indie,Thu,123.3177276173743,0.3838471518677963,0.053858206998026126,0.5324926994371466,-46.50658699104525,218.88167608249637,0,78,0.026547149981731022,0.9206364500529819,0.10879960246237073,0.037949310735057425,3799245,0.0,0
84,Artist_D,Hip-Hop,Sun,124.13470695086963,0.4658128070202485,0.32005983252098347,0.4488530716747082,-34.11716107355552,215.98525187023844,1,30,0.11836658557181917,0.8287082283783902,0.22343886548466668,0.09070497675976384,1498173,0.0,0
85,Artist_C,Hip-Hop,Sun,117.73055380651031,0.8359980637812094,0.7531873359134028,0.08439238054454234,-16.850406183325866,234.6171090679789,1,87,0.31580247455920646,0.6381683807404995,0.46552213738216286,0.20281713612649016,4462577,3.0170892768153545,1
86,Artist_C,R&B,Tue,119.64143385854987,0.23579209395920986,0.26933129830202507,0.39936874839469094,-26.2005214780172,254.68190963974126,0,87,0.0,0.9753754804583167,0.13288271219078615,0.03986481365723584,4260856,0.0,1
87,Artist_B,Hip-Hop,Tue,151.8427537279489,0.7760002070354295,0.5395562204955051,0.9101346367821342,-34.3498901203133,160.507537710757,1,41,0.39729625149175885,0.5834639717995879,0.40037411319581984,0.1995714842570977,2147799,1.6481625653329668,0
88,Artist_A,R&B,Tue,72.35777751975786,0.4053101830857434,0.7279471767307432,0.8080226299065529,-40.419694144080765,215.1703954377184,0,85,0.17737271770500923,0.8370588898399097,0.3320344116683897,0.13508486704151876,4178649,0.0,1
89,Artist_D,Indie,Sat,100.12353735725786,0.6018553836620085,0.10794371464646435,0.2160513650116872,-9.620420657472579,268.66518731688546,0,63,0.0250005217603253,0.9304386308375797,0.1666664649588251,0.05500004383971259,3046669,0.0,0
90,Artist_B,Pop,Sat,69.0604036564667,0.6325405332263061,0.6852980161158734,0.46660778469721587,-51.37113898111117,203.36064849075206,0,25,0.283354519532193,0.7326271142636809,0.38557208862728704,0.17234253049462472,1204064,0.0,0
91,Artist_D,Pop,Wed,150.3895464896941,0.37284863718893446,0.0918708877100447,0.8167232025585446,-34.193827408211995,170.12235834724314,0,61,0.1272689157230964,0.896981148853065,0.1227347639801873,0.06227421233867547,2923514,0.0,0
92,Artist_D,Indie,Wed,92.67622256643594,0.5126152052058052,0.9651297421269965,0.06738455478552252,-5.7745456934914685,237.84763356413384,0,44,0.22237676337945367,0.754232127478933,0.4412155381834734,0.17684001413093275,2188773,0.0,0
93,Artist_B,Pop,Tue,167.69164917826612,0.413031174647697,0.4883941300649396,0.3873925856686593,-9.249026972401936,268.27813124384215,0,76,0.026335033384382478,0.9334287379946985,0.2424387263500816,0.07799862458190096,3705692,0.0,0
94,Artist_B,Indie,Thu,123.18941599911525,0.06913278618661944,0.15067610770987738,0.8518412368739476,-35.943494251617196,131.36525272693044,0,74,0.09505783056276235,0.9091961210362373,0.07719016534303966,0.04216861571546437,3603160,0.0,0
95,Artist_B,Indie,Mon,156.08997257833454,0.43716538881682654,0.3423836360335465,0.40389786417012374,-14.213498183921502,259.82228701330087,1,35,0.0236983087068382,0.9661558181426395,0.19691700494490136,0.06381476322483805,1735611,0.0,0
96,Artist_B,Indie,Sat,177.47177227391535,0.09739339255355217,0.41341644929526145,0.07761464473144086,-10.610350157468446,267.8966279331188,0,33,0.0,1.0,0.14350361329928887,0.04305108398978666,1521877,0.0,0
97,Artist_B,Pop,Thu,160.77466313478845,0.4050207990803215,0.7581850110765374,0.5425343685322515,-6.666754559782213,203.07412696594923,0,58,0.20749706791553768,0.8709962538974607,0.33426041235953335,0.14177753729096754,2824872,0.0,0
98,Artist_D,R&B,Fri,164.03925120138283,0.5929183998317819,0.7434237860766093,0.8617424949182954,-27.329653857046324,296.9950182273241,0,47,0.0918620806933863,0.9115697717279995,0.3592968614437393,0.12616147457179905,2262720,0.0,0
99,Artist_B,Indie,Sat,108.95813944378136,0.5794148993435008,0.611940505337331,0.5902855429531597,-47.73234683671729,261.6075013273156,1,70,0.1309390581502352,0.8370994137857581,0.3320452487127479,0.1258013862438714,3557132,0.0,0
100,Artist_A,Hip-Hop,Sat,126.20671143112077,0.6626212790083204,0.10593071255849296,0.2262791082142318,-44.6814554097641,259.25926168121987,0,68,0.06771613075258698,0.8877393886503101,0.18675559183914994,0.06956990370226238,3347904,0.0,0
101,Artist_C,Pop,Wed,90.46662768519651,0.09526150795462629,0.15156937158767358,0.38423962013738133,-42.25831955750375,254.61094339417292,0,28,0.0,0.9573899184339209,0.07304512938044316,0.02191353881413295,1263355,0.0,0
102,Artist_B,Indie,Mon,83.53357196321434,0.6521232455304379,0.09375692064555663,0.4501233611819322,-24.371851151423073,147.1094585792893,1,77,0.28538176518270786,0.6414799194617361,0.23025574140740737,0.12615307545876378,3886219,0.0,1
103,Artist_B,Indie,Mon,120.66094549272405,0.3121480566964471,0.5771727832875501,0.5792663538205268,-58.031422552283495,159.10155956154193,0,64,0.22209066021300505,0.8245465202042739,0.27067214228469966,0.12561977472801092,3115545,0.0,0
104,Artist_D,Hip-Hop,Sun,131.40587756405046,0.3990459461371111,0.877138441511404,0.759351025752613,-21.8374518732019,203.5182236635965,0,41,0.22800961942993225,0.6603264396022795,0.4108854337603875,0.1688675540141027,2019533,0.0,0
105,Artist_B,R&B,Sun,100.71254950754292,0.8579862539227058,0.4338005122547718,0.0988736176406354,-38.13874569430608,167.52078299270386,1,51,0.3949130380346289,0.6294922028513364,0.3758389638907054,0.1917342967741374,2663739,0.0,0
106,Artist_B,R&B,Sun,128.33322213162003,0.009030404129550251,0.1608481739577462,0.8896520330175663,-42.28549185062147,194.74337502012727,0,88,0.0,0.9565968046662384,0.05874117207998623,0.017622351623995867,4253889,0.0,1
107,Artist_B,R&B,Sun,166.49525790162033,0.5884126333406055,0.558042325148967,0.01230970301607559,-7.230205756312415,279.92353978612573,0,88,0.08712643879378412,0.8872533004750099,0.3076445641178092,0.10971865699409958,4316735,0.0,1
108,Artist_D,Indie,Fri,126.80659017400393,0.5987139801001076,0.8117522168657099,0.37005233467425525,-32.39985626515207,268.3788405382685,0,61,0.16507835433664797,0.7900222635861326,0.405264008362508,0.15459487337608196,2987742,0.0,0
109,Artist_B,Indie,Fri,146.4975715572608,0.396659776343562,0.74171206151293,0.027420309972657653,-54.29681726803843,233.4071781263968,0,72,0.14019196658721716,0.9321012663948844,0.3154253204436145,0.12266598945052778,3529142,0.0,0
110,Artist_C,Indie,Sat,156.63779608294863,0.23702785710833618,0.8814507796750214,0.39297422534529125,-10.395193918425178,274.46167096519866,0,78,0.022177956847941438,0.9786378232363474,0.31611324067690416,0.09926956357265954,3815082,0.0,0
111,Artist_D,Pop,Tue,178.64745383465313,0.2346740382615511,0.27790209724886783,0.5258125988733238,-57.1415245538096,261.07903002310485,0,93,0.0,1.0,0.13030543682697057,0.03909163104809117,4503317,0.0,1
112,Artist_C,Hip-Hop,Wed,132.38368826123755,0.8837096696607526,0.19395386726777486,0.5116813865815117,-16.3950465499082,197.21728773136027,0,58,0.29784006585513556,0.7671862770746647,0.2814908386975501,0.14401526478029214,2823363,0.0,0
113,Artist_D,Indie,Wed,156.8220178755103,0.4420243737828575,0.8798164859419387,0.16562834702826534,-13.565626693760095,156.19172736899012,0,34,0.34038959196355056,0.6677806817375697,0.41879368419163915,0.19371602365020185,1714250,0.0,0
114,Artist_B,Hip-Hop,Sun,175.51791822658498,0.33088936298917193,0.6575603127780231,0.6457405100956123,-38.84384364426851,212.55618720168104,1,90,0.13875543334791135,0.8014633781093281,0.3031532908093757,0.11869707391239498,4541065,0.0,1
115,Artist_C,Hip-Hop,Sat,173.3291670692728,0.44877757383140304,0.31092893000755417,0.04477845050466822,-10.512728623332798,252.52119885513903,0,48,0.03665441782379397,0.9523134446704175,0.19257150483446336,0.0651023350150978,2297700,0.0,0
116,Artist_D,R&B,Thu,76.92982185332562,0.6693904014593614,0.7423480505725092,0.7619068201324154,-29.060435648612795,198.55552777132675,0,22,0.3191147151555929,0.643772884166097,0.42782791863040565,0.19217131862024028,1091112,0.0,0
